UserID,Date,TimeOnly,AvgHeartRate
2022484408,2016-04-01,07:00:00,100.3265306122449
2022484408,2016-04-01,08:00:00,71.39641943734016
2022484408,2016-04-01,09:00:00,121.20532319391636
2022484408,2016-04-01,10:00:00,97.12977099236642
2022484408,2016-04-01,11:00:00,90.0
2022484408,2016-04-01,14:00:00,126.46
2022484408,2016-04-01,15:00:00,74.87350835322195
2022484408,2016-04-01,16:00:00,81.162100456621
2022484408,2016-04-01,17:00:00,89.09466019417475
2022484408,2016-04-01,18:00:00,76.57519788918206
2022484408,2016-04-01,19:00:00,79.82162162162162
2022484408,2016-04-01,20:00:00,81.26431718061674
2022484408,2016-04-02,09:00:00,64.76315789473684
2022484408,2016-04-02,10:00:00,65.90078328981723
2022484408,2016-04-02,11:00:00,66.02985074626865
2022484408,2016-04-02,12:00:00,76.4009111617312
2022484408,2016-04-02,13:00:00,77.49350649350649
2022484408,2016-04-02,14:00:00,73.282722513089
2022484408,2016-04-02,15:00:00,77.7421052631579
2022484408,2016-04-02,16:00:00,74.89858490566037
2022484408,2016-04-02,17:00:00,63.03598971722365
2022484408,2016-04-02,18:00:00,72.98151950718686
2022484408,2016-04-02,19:00:00,73.33937823834196
2022484408,2016-04-02,20:00:00,72.77160493827161
2022484408,2016-04-03,08:00:00,110.4688995215311
2022484408,2016-04-03,09:00:00,81.18677042801556
2022484408,2016-04-03,10:00:00,70.09690721649484
2022484408,2016-04-03,11:00:00,70.39265536723164
2022484408,2016-04-03,12:00:00,70.05820105820106
2022484408,2016-04-03,13:00:00,69.55882352941177
2022484408,2016-04-03,14:00:00,74.4622641509434
2022484408,2016-04-03,15:00:00,76.61904761904762
2022484408,2016-04-03,16:00:00,67.30588235294118
2022484408,2016-04-03,17:00:00,77.71046770601336
2022484408,2016-04-03,18:00:00,63.544600938967136
2022484408,2016-04-03,19:00:00,84.65105386416862
2022484408,2016-04-03,20:00:00,61.062745098039215
2022484408,2016-04-04,09:00:00,67.91545189504373
2022484408,2016-04-04,10:00:00,75.04008438818565
2022484408,2016-04-04,11:00:00,91.7124183006536
2022484408,2016-04-04,12:00:00,70.91706161137441
2022484408,2016-04-04,13:00:00,74.29977628635346
2022484408,2016-04-04,14:00:00,67.4375
2022484408,2016-04-04,15:00:00,71.64719626168224
2022484408,2016-04-04,16:00:00,100.46781115879828
2022484408,2016-04-04,17:00:00,90.31553398058253
2022484408,2016-04-04,18:00:00,71.78518518518518
2022484408,2016-04-04,19:00:00,74.8498727735369
2022484408,2016-04-04,20:00:00,71.775
2022484408,2016-04-05,07:00:00,83.75
2022484408,2016-04-05,08:00:00,74.58206106870229
2022484408,2016-04-05,09:00:00,74.16016427104722
2022484408,2016-04-05,10:00:00,105.75356415478615
2022484408,2016-04-05,11:00:00,98.32822757111597
2022484408,2016-04-05,12:00:00,74.73614775725594
2022484408,2016-04-05,13:00:00,72.98830409356725
2022484408,2016-04-05,14:00:00,95.70089285714286
2022484408,2016-04-05,15:00:00,76.85211267605634
2022484408,2016-04-05,16:00:00,84.70678336980306
2022484408,2016-04-05,17:00:00,75.23244552058111
2022484408,2016-04-05,18:00:00,82.3875
2022484408,2016-04-05,19:00:00,80.58
2022484408,2016-04-05,20:00:00,86.2051282051282
2022484408,2016-04-06,07:00:00,82.0
2022484408,2016-04-06,08:00:00,86.28333333333333
